,0
1593,bound variable
1594,bournebasic
1595,Bourne shell
1596,boustrophedonic
1597,box
1598,boxed comments
1599,boxen
1600,Boxer
1601,boxology
1602,Boycott Apple
1603,bozotic
1604,BPEL
1605,BPI
1606,bpmake
1607,bpp
1608,BPR
1609,BPS
1610,bps
1611,BQS
1612,br
1613,brace
1614,bracket
1615,bracket abstraction
1616,braille
1617,braille display
1618,Braille embosser
1619,Braille printer
1620,Brain Aid Prolog
1621,brain-damaged
1622,brain-dead
1623,brain dump
1624,brain fart
1625,Brainfuck
1626,braino
1627,branch
1628,Branch and Hang
1629,branch coverage testing
1630,branch delay slot
1631,Branch on Chip Box Full
1632,branch prediction
1633,Branch Target Buffer
1634,branch to Fishkill
1635,Brazil
1636,BRB
1637,breadcrumbs
1638,breadth-first search
1639,break
1640,break-even point
1641,breakpoint
1642,break statement
1643,breath-of-life packet
1644,breedle
1645,BRH
1646,BRI
1647,Brian Reid
1648,BRIDGE
1649,bridge
1650,Bridgetalk
1651,briefcase
1652,brightness
1653,Brilliant
1654,bring X to its knees
1655,British Broadcasting Corporation
1656,British Library Method
1657,British Standards Institute
1658,British Telecom
1659,British Telecom Research Laboratories
1660,brittle
1661,broadband
1662,broadcast
1663,broadcast quality video
1664,broadcast storm
1665,Broadway
1666,brochureware
1667,broken
1668,broken arrow
1669,Broken As Designed
1670,broker
1671,broket
1672,brontobyte
1673,Brooks's Law
1674,brouter
1675,Brouwer Fixed-Point Theorem
1676,Brown and Sharpe Wire Gauge
1677,brown paper bag bug
1678,browser
1679,browserconfig.xml
1680,BRS
1681,BRUIN
1682,brute force
1683,brute force and ignorance
1684,brute force attack
1685,BS
1686,bs
1687,BS2000
1688,BSA
1689,BSD
1690,BSD386
1691,BSDI
1692,BSD/OS
1693,BSD Unix
1694,BSI
1695,BSL
1696,BSOD
1697,BSOL
1698,BSOM
1699,BSP method
1700,BSRAM
1701,BSS
1702,BSS segment
1703,BST
1704,bt
1705,BTB
1706,btoa
1707,B-Toolkit
1708,BTOS
1709,B-tree
1710,BTRIEVE
1711,"BTRIEVE Technologies, Inc."
1712,BTRL
1713,BTS
1714,BTW
1715,BUAF
1716,BUAG
1717,bubble memory
1718,bubble sort
1719,bucky bits
1720,buffer
1721,buffered write-through
1722,buffer overflow
1723,buffer overrun
1724,bug
1725,bug-compatible
1726,bug fix
1727,bug fix release
1728,Bugfoot
1729,bug-for-bug compatible
1730,buglix
1731,bugs
1732,BUGSYS
1733,bug tracking system
1734,Bugzilla
1735,build
1736,built-in
1737,Built-in Self Test
1738,Bull
1739,bulletin board
1740,bulletin board system
1741,bullet-proof
1742,bullet-proof hosting
1743,Bull Information Systems
1744,bum
1745,bump
1746,burble
1747,Bureau International des Poids et Mesures
1748,Burge's Language
1749,buried treasure
1750,burn-in
1751,burn-in period
1752,Burroughs Corporation
1753,Burst EDO
1754,Burst Extended Data Out DRAM
1755,burst page
1756,Burst Static Random Access Memory
1757,bus
1758,bus error
1759,"Bush, Vannevar"
1760,Business Analyst
1761,Business Application Programming Interface
1762,Business Process Re-engineering
1763,Business Software Alliance
1764,Business Systems Analyst
1765,business to business
1766,bus master
1767,bus mastering
1768,bus network
1769,bus topology
1770,Busy Beaver
1771,busy-loop
1772,busy-wait
1773,Butterfly Common LISP
1774,Butterfly Scheme
1775,button
1776,buzz
1777,bv
1778,bw
1779,bwBASIC
1780,BWQ
1781,by
1782,byacc
1783,by hand
1784,Byte
1785,byte
1786,byte-code
1787,byte-code compiler
1788,byte-code interpreter
1789,byte compiler
1790,bytesexual
1791,Byzantine
1792,bz
1793,"bzzzt, wrong"
1794,C
1795,C#
1796,C*
1797,C++
1798,C+-
1799,C+@
1800,C-10
1801,C1 security
1802,c2man
1803,C2 security
1804,c386
1805,C5
1806,C64
1807,c68
1808,CA
1809,ca
1810,cable modem
1811,cache
1812,cache block
1813,cache coherency
1814,cache conflict
1815,cache consistency
1816,cache hit
1817,cache line
1818,cache memory
1819,cache miss
1820,Cache On A STick
1821,caching
1822,CACI
1823,CACM
1824,CAD
1825,CAD/CAM
1826,CADD
1827,Cadence Design Systems
1828,CADET
1829,CADRE
1830,CAE
1831,CAF
1832,CAFE
1833,CAGE
1834,CAI
1835,Cairo
1836,CAIS
1837,CAIS-A
1838,CAiSE
1839,CAJOLE
1840,CAL
1841,Calc
1842,calculator
1843,Calculus of Communicating Systems
1844,Calendar API
1845,Calendar Application Programming Interface
1846,Caliban
1847,Calico
1848,California State University San Marcos
1849,callback
1850,call-by-name
1851,call-by-need
1852,call-by-reference
1853,call-by-value
1854,call-by-value-result
1855,call/cc
1856,Call Data Record
1857,callee
1858,Caller ID
1859,calling convention
1860,Call-Level Interface
1861,Call Unix
1862,Callware
1863,call-with-current-continuation
1864,CALS
1865,Caltech Intermediate Form
1866,CAM
1867,CAM-6
1868,CAMAL
1869,Cambridge Lisp
1870,CamelCase
1871,Camelot Library
1872,camera ready
1873,CAMIL
1874,CAML
1875,Caml Light
1876,CAM-PC
1877,Campus Wide Information System
1878,CAN
1879,Canada
1880,Cancel
1881,Cancelbunny
1882,Cancelm00se
1883,Cancelmoose
1884,Cancelpoodle
1885,candidate key
1886,Candle
1887,candygrammar
1888,canonical
1889,Canonical Encoding Rules
1890,canonical name
1891,canonicity
1892,C (ANSI)
1893,can't happen
1894,Cantor
1895,CAP
1896,Capabilities Maturity Model
1897,capability
1898,Capability Maturity Model
1899,capacitor
1900,capacity
1901,CAPI
1902,Cap'n Crunch
1903,Captain Abstraction
1904,Captain Crunch
1905,CAPTCHA
1906,car
1907,card
1908,Cardbox for Windows
1909,Cardbus
1910,card creep
1911,cardinality
1912,cardinal number
1913,CARDS
1914,card walloper
1915,Career Limiting Move
1916,caret
1917,careware
1918,cargo cult programming
1919,Caribou CodeWorks
1920,Carl Friedrich Gauss
1921,Carnegie Mellon University
1922,carpal tunnel syndrome
1923,carriage return
1924,Carrierless Amplitude/Phase Modulation
1925,carrier scanner
1926,carrier signal
1927,Cartesian coordinates
1928,Cartesian product
1929,CAS
1930,CAS 8051 Assembler
1931,cascade
1932,Cascading Style Sheets
1933,CASE
1934,case
1935,case and paste
1936,case based reasoning
1937,CASE Data Interchange Format
1938,CASE framework
1939,case insensitive
1940,Case Integration Services
1941,CASE*Method
1942,case sensitive
1943,case sensitivity
1944,CASE SOAP III
1945,case statement
1946,CASE tools
1947,cashe
1948,CAST
1949,cast
1950,casters-up mode
1951,casting the runes
1952,CAT
1953,cat
1954,Cat 3
1955,Cat 5
1956,catatonic
1957,CATE
1958,Categorical Abstract Machine Language
1959,category
1960,Category 3
1961,Category 5
1962,CA-Telon
1963,cathode ray tube
1964,CATIA
1965,cationic cocktail
1966,C/ATLAS
1967,CATNIP
1968,CATO
1969,Cauchy sequence
1970,cause-effect graphing
1971,CAV
1972,Cayenne Software
1973,CAYLEY
1974,cb
1975,CBASIC
1976,CBBS
1977,C-BC
1978,CBD
1979,C Beautifier
1980,CBIR
1981,CBN
1982,CBR
1983,CBT
1984,CBV
1985,CBVIR
1986,cbw
1987,cc
1988,CC++
1989,C/C++
1990,CCalc
1991,CCD
1992,CCIRN
1993,CCITT
1994,CCITT HIgh-Level Language
1995,CCL
1996,CCLU
1997,ccmail
1998,cc:mail
1999,CCP
2000,CCR
2001,CCS
2002,CCSP
2003,CCTA
2004,CD
2005,cd
2006,CDA
2007,CD burner
2008,CDC
2009,CDC 6600
2010,CDDI
2011,CDD/Plus
2012,CDE
2013,CDF
2014,CD-i
2015,CDIF
2016,CDL
2017,CDM
2018,CDMA
2019,CDP1802
2020,CDPD
2021,CDR
2022,cdr
2023,CD-Read-Write
2024,CD-Rewritable
2025,CD-ROM
2026,CD-ROM drive
2027,CD-RW
2028,CDS
2029,cd tilde
2030,CDW
2031,CE
2032,Cecil
2033,Cedar
2034,CEEMAC+
2035,CEI-PACT
2036,Celeron
2037,CELIP
2038,cell
2039,Cellang
2040,CELLAS
2041,Cello
2042,cell reference
2043,CELLSIM
2044,CEll Space Simulation Language
2045,Cellular
2046,cellular automata
2047,cellular automaton
2048,Cellular Digital Packet Data
2049,cellular multiprocessing
2050,Cellular Neural Network
2051,CELP
2052,CEN
2053,CENELEC
2054,centi-call second
2055,central office
2056,Central office exchange service
2057,central processing unit
2058,Centrex
2059,Centronics
2060,Centrum voor Wiskunde en Informatica
2061,centum call second
2062,century meltdown
2063,CEN/XFS
2064,cepstra
2065,cepstrum
2066,CEPT
2067,CER
2068,Ceramic Pin Grid Array
2069,Ceres workstation Oberon System
2070,"Cerf, Vint"
2071,CERN
2072,CERNLIB
2073,CERT
2074,Certificate Authority
2075,CESP
2076,CESSL
2077,cextract
2078,cf
2079,CFD
2080,CFG
2081,CFML
2082,cforth
2083,cfortran.h
2084,CFP
2085,CFP92
2086,cg
2087,CGA
2088,CGGL
2089,CGI
2090,cgi-bin
2091,CGI Joe
2092,CGI program
2093,CGI script
2094,CGM
2095,CGOL
2096,cgram
2097,Ch
2098,ch
2099,chad
2100,chad box
2101,Chadless keypunch
2102,chain
2103,Challenge-Handshake Authentication Protocol
2104,Chalmers University of Technology
2105,change management
2106,changeover
2107,channel
2108,channel associated signaling
2109,channel hopping
2110,channel op
2111,channel service unit
2112,channel service unit/data service unit
2113,chan op
2114,chaos
2115,CHAP
2116,char
2117,character
2118,character encoding
2119,character encoding scheme
2120,character graphics
2121,characteristic function
2122,character key
2123,character repertoire
2124,character set
2125,character set identifier
2126,charge-coupled device
2127,CHARITY
2128,charityware
2129,Charles Babbage
2130,Charles Bachman
2131,Charles Simonyi
2132,CHARM
2133,CHARM++
2134,Charme
2135,CHARYBDIS
2136,chase pointers
2137,CHASM
2138,chat
2139,chatbot
2140,chat room
2141,chatterbot
2142,CHeap ASseMbler
2143,cheapernet
2144,checkdigit
2145,Checkout Test language
2146,checkpoint
2147,checksum
2148,chemist
2149,Chen
2150,CHEOPS
2151,Chernobyl packet
2152,chess
2153,CHI
2154,Chicago
2155,chicken head
2156,chicklet keyboard
2157,chiclet keyboard
2158,Chief Information Officer
2159,child
2160,child process
2161,child record
2162,child version
2163,CHILI
2164,CHILL
2165,Chimera
2166,chine nual
2167,Chinese Army technique
2168,CHIP
2169,chip
2170,CHIP-48
2171,CHIP-8
2172,chip art
2173,chip box
2174,chip creep
2175,chip graffiti
2176,Chip Jewelry
2177,Chip Scale Packaging
2178,chip set
2179,Chips & Technologies
2180,CHISEL
2181,chm
2182,chmod
2183,CHOCS
2184,choke
2185,chomp
2186,CHOP
2187,Chop
2188,Chorus
2189,Christmas tree
2190,Christmas tree packet
2191,Christopher Strachey
2192,chromatic number
2193,chrome
2194,chroot
2195,CHRP
2196,chug
2197,chug report
2198,chunker
2199,"Church, Alonzo"
2200,Church integer
2201,Church of the SubGenius
2202,Church-Rosser Theorem
2203,ci
2204,CI$
2205,CICERO
2206,Cichlid
2207,CICS
2208,CID
2209,CIDR
2210,CIEL
2211,CIF
2212,CIFS
2213,Cigale
2214,CIL
2215,CIM
2216,CIMS PL/I
2217,Cinderella Book
2218,CINT92
2219,C-Interp
2220,CIO
2221,ciphertext
2222,CIP-L
2223,CIP Language
2224,CIR
2225,CIRCAL
2226,circuit
2227,CIRcuit CALculus
2228,circuit switch
2229,circuit switched
2230,circuit switching
2231,circular buffer
2232,Cirrus Logic
2233,CIS
2234,CISC
2235,"Cisco Systems, Inc."
2236,CISI
2237,CITRAN
2238,CityScape
2239,CIX
2240,CJK
2241,CJKV
2242,ck
2243,CL
2244,cl
2245,CLAM
2246,C Language Integrated Production System
2247,Clarify
2248,Clarion
2249,Claris
2250,CLASP
2251,class
2252,Class 5 switch
2253,class hierarchy
2254,classic
2255,Classic-Ada
2256,classical logic
2257,Classic C
2258,Classless Inter-Domain Routing
2259,class library
2260,class method
2261,class object
2262,Class Oriented Ring Associated Language
2263,Class-Relation Method
2264,Clausal Language
2265,clause
2266,Clean
2267,clean
2268,cleanroom
2269,CLEAR
2270,clear box testing
2271,Clear Language for Expressing Orders
2272,CLEO
2273,CLHEP
2274,CLI
2275,CLiCC
2276,click
2277,client
2278,client-server
2279,client/server
2280,Client-Server Analyst Programmer
2281,client-server model
2282,Client To Client Protocol
2283,C++Linda
2284,C-Linda
2285,CLIP
2286,CLiP
2287,clipboard
2288,Clipper
2289,CLIPS
2290,clique
2291,CLISP
2292,Clive Sinclair
2293,CLIX
2294,CLM
2295,CLNP
2296,clobber
2297,clock
2298,clock frequency
2299,clock rate
2300,clock speed
2301,clone
2302,clone-and-hack coding
2303,clonebot
2304,CLOS
2305,close brace
2306,closed-box testing
2307,closed interval
2308,closed set
2309,closed term
2310,close parenthesis
2311,Clos network
2312,closure
2313,closure conversion
2314,cloud
2315,cloud computing
2316,Clover
2317,clover key
2318,CLP
2319,CLP*
2320,CLP(R)
2321,CLP(sigma*)
2322,CLR
2323,CLtL1
2324,CLtL2
2325,CLU
2326,clu2c
2327,cluster
2328,Cluster 86
2329,clustergeeking
2330,clustering
2331,CLUT
2332,CLV
2333,CLX
2334,CM
2335,cm
2336,CMA
2337,CMAY
2338,CMC
2339,cmd
2340,CMGA
2341,CMIP
2342,CMIS
2343,CML
2344,CMM
2345,CMOS
2346,CMP
2347,CMS
2348,CMS-2
2349,CMU
2350,CMU CL
2351,CMU Common Lisp
2352,CMVC
2353,CMYK
2354,CMZ
2355,cn
2356,CNAME
2357,CNC
2358,CNET
2359,CNI
2360,CNN
2361,CNR
2362,CNRI
2363,co
2364,CO2
2365,Coad/Yourdon
2366,COALA
2367,coalesced sum
2368,Coalition for Networked Information
2369,coarse grain
2370,COAST
2371,coax
2372,coaxial cable
2373,COBOL
2374,COBOL-1961 Extended
2375,COBOL fingers
2376,COBRA
2377,cobwebsite
2378,Cocktail
2379,cocktail shaker sort
2380,CoCo
2381,Cocol
2382,Coco Language
2383,Cocol/R
2384,COCOMO
2385,Coco/R
2386,CODASYL
2387,Codd's First Normal Form
2388,Codd's reduction algorithm
2389,code
2390,Code 2.0
2391,codebook
2392,CODEC
2393,CodeCenter
2394,coded character set
2395,Code Division Multiple Access
2396,code division multiplexing
2397,Code-Generator Generator Language
2398,code grinder
2399,code management
2400,code police
2401,code position
2402,coder/decoder
2403,codes
2404,C-odeScript
2405,code segment
2406,code walk
2407,codewalker
2408,CODIL
2409,codomain
2410,coercion
2411,COFF
2412,COGENT
2413,Cogent Prolog
2414,Cognitech
2415,cognitive architecture
2416,COGO
2417,Coherent Parallel C
2418,COHESION
2419,COIF
2420,CoIP
2421,cokebottle
2422,COLASL
2423,COLD
2424,cold boot
2425,ColdFusion
2426,ColdFusion Markup Language
2427,COLD-K
2428,COLINGO
2429,collision
2430,collision detection
2431,collocation
2432,co-location
2433,colon
2434,color
2435,Color Graphics Adapter
2436,color model
2437,Colossus
2438,colour
2439,colour depth
2440,colour look-up table
2441,colour model
2442,colour palette
2443,Columbia AppleTalk Package
2444,column
2445,Column Address Strobe
2446,COM
2447,com
2448,COMAL
2449,combination
2450,combinator
2451,combinatory logic
2452,Comdex
2453,COME FROM
2454,COMIS
2455,COMIT
2456,Comite Europeen des Postes et Telecommunications
2457,COMIT II
2458,Comma
2459,comma
2460,command
2461,Command Control Processor
2462,command interpreter
2463,command key
2464,command line interface
2465,command-line interpreter
2466,command line option
2467,comma separated values
2468,COMMEN
2469,comment
2470,commented out
2471,comment out
2472,commercial at
2473,Commercial Internet eXchange
2474,commercial off-the-shelf software
2475,commercial software
2476,Commercial Translator
2477,Committed Data Rate
2478,Committed Information Rate
2479,comm mode
2480,Commodore
2481,Commodore 1010
2482,Commodore 128
2483,Commodore 1541
2484,Commodore 1570
2485,Commodore 1571
2486,Commodore 1581
2487,Commodore 64
2488,Commodore 64DX
2489,Commodore 65
2490,Commodore Business Machines
2491,Commodore SX64
2492,COMmon Algorithmic Language
2493,Common Applications Environment
2494,Common Applications Service Element
2495,Common Architecture for Next Generation Internet Protocol
2496,COmmon Business Oriented Language
2497,common carrier
2498,Common Command Set
2499,Common Communication Services
2500,Common Data Format
2501,Common Desktop Environment
2502,Common ESP
2503,Common Gateway Interface
2504,Common Hardware Reference Platform
2505,Common Information Model
2506,Common Intermediate Format
2507,Common Intermediate Language
2508,Common Internet File System
2509,Common-ISDN-API
2510,Common ISDN Application Programming Interface
2511,Common Lisp
2512,Common LISP in Parallel
2513,Common LISP Object System
2514,CommonLoops
2515,Common Management Information Protocol
2516,Common Management Information Services
2517,Common Object File Format
2518,Common Object Model
2519,Common Object Request Broker Architecture
2520,Common Objects
2521,Common Program Interface
2522,Common User Access
2523,Commonwealth Hackish
2524,Communicating Functional Processes
2525,Communicating Sequential Processes
2526,Communication and Network Riser
2527,Communications Decency Act
2528,Communications of the ACM
2529,communications port
2530,Communications Server
2531,communications software
2532,communication system
2533,Community of Massive Gaming Agency
2534,COMNET
2535,compact
2536,Compact COBOL
2537,Compact Disc
2538,Compact Disc interactive
2539,Compact Disc Read-Only Memory
2540,Compact Disc Read-Write
2541,Compact Disc Recordable
2542,Compact Disc Rewritable
2543,Compact Disc writer
2544,compaction
2545,compactness preserving
2546,Compaq Computer Corporation
2547,Compas Pascal
2548,COMPASS
2549,compatibility
2550,compatible
2551,Compatible Timesharing System
2552,Compel
2553,Competitive Access Provider
2554,Compiled HTML
2555,compiler
2556,COmpiler and GENeralized Translator
2557,compiler compiler
2558,Compiler-Compiler
2559,compiler-compiler
2560,compiler jock
2561,Compiler Language for Information Processing
2562,Compiler Target Language
2563,compile time
2564,COMPL
2565,complement
2566,Complementary Metal Oxide Semiconductor
2567,complementary nondeterministic polynomial
2568,complete
2569,complete graph
2570,complete inference system
2571,complete lattice
2572,complete metric space
2573,completeness
2574,complete partial ordering
2575,complete theory
2576,complete unification
2577,Complex Instruction Set Computer
2578,complexity
2579,complexity analysis
2580,complexity class
2581,complexity measure
2582,complex number
2583,complex programmable logic device
2584,component
2585,component architecture
2586,component based development
2587,Component Integration Laboratories
2588,Component Object Model
2589,com port
2590,composite
2591,composition
2592,Compositional C++
2593,Compound Document Architecture
2594,compound key
2595,COMPREHENSIVE
2596,Comprehensive Perl Archive Network
2597,Comprehensive TeX Archive Network
2598,compress
2599,Compressed SLIP
2600,compressed video
2601,compression
2602,COMPROSL
2603,Compu$erve
2604,Compulink Information eXchange
2605,CompuServe
2606,CompuServe Corporation
2607,CompuServe Information Service
2608,CompuServe Interactive Services
2609,Compusult Ltd.
2610,computability theory
2611,computable
2612,Computational Adequacy Theorem
2613,computational complexity
2614,Computational Fluid Dynamics
2615,computational geometry
2616,computational learning
2617,computational molecular biology
